,DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1, % Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
4492,30Q227,I.S. 227 Louis Armstrong,5,2018,All Students,172,616,7,4.1,35,20.3,62,36.0,68,39.5,130,75.6
4493,30Q227,I.S. 227 Louis Armstrong,6,2018,All Students,423,613,24,5.7,66,15.6,110,26.0,223,52.7,333,78.7
4494,30Q227,I.S. 227 Louis Armstrong,7,2018,All Students,412,614,18,4.4,92,22.3,196,47.6,106,25.7,302,73.3
4495,30Q227,I.S. 227 Louis Armstrong,8,2018,All Students,398,613,3,0.8,79,19.8,156,39.2,160,40.2,316,79.4
4497,30Q230,I.S. 230,6,2018,All Students,394,606,74,18.8,85,21.6,85,21.6,150,38.1,235,59.6
4498,30Q230,I.S. 230,7,2018,All Students,420,606,66,15.7,129,30.7,149,35.5,76,18.1,225,53.6
4499,30Q230,I.S. 230,8,2018,All Students,401,607,26,6.5,118,29.4,150,37.4,107,26.7,257,64.1
4501,30Q234,P.S. 234,3,2018,All Students,89,603,3,3.4,38,42.7,42,47.2,6,6.7,48,53.9
4502,30Q234,P.S. 234,4,2018,All Students,78,611,4,5.1,24,30.8,22,28.2,28,35.9,50,64.1
4503,30Q234,P.S. 234,5,2018,All Students,80,610,7,8.8,24,30.0,32,40.0,17,21.3,49,61.3
4505,30Q235,Academy for New Americans,6,2018,All Students,2,s,s,s,s,s,s,s,s,s,s,s
4506,30Q235,Academy for New Americans,7,2018,All Students,25,s,s,s,s,s,s,s,s,s,s,s
4507,30Q235,Academy for New Americans,8,2018,All Students,35,571,27,77.1,8,22.9,0,0.0,0,0.0,0,0.0
4509,30Q280,P.S. 280,3,2018,All Students,104,598,15,14.4,43,41.3,42,40.4,4,3.8,46,44.2
4510,30Q280,P.S. 280,4,2018,All Students,102,604,11,10.8,35,34.3,35,34.3,21,20.6,56,54.9
4511,30Q280,P.S. 280,5,2018,All Students,127,600,38,29.9,48,37.8,27,21.3,14,11.0,41,32.3
4513,30Q286,"Young Women's Leadership School, Astoria",6,2018,All Students,78,612,6,7.7,4,5.1,30,38.5,38,48.7,68,87.2
4514,30Q286,"Young Women's Leadership School, Astoria",7,2018,All Students,77,610,8,10.4,22,28.6,33,42.9,14,18.2,47,61.0
4515,30Q286,"Young Women's Leadership School, Astoria",8,2018,All Students,81,611,1,1.2,17,21.0,38,46.9,25,30.9,63,77.8
4517,30Q291,Hunters Point Community Middle School,6,2018,All Students,116,607,21,18.1,19,16.4,26,22.4,50,43.1,76,65.5
4518,30Q291,Hunters Point Community Middle School,7,2018,All Students,147,610,15,10.2,40,27.2,61,41.5,31,21.1,92,62.6
4519,30Q291,Hunters Point Community Middle School,8,2018,All Students,128,608,11,8.6,40,31.3,38,29.7,39,30.5,77,60.2
4521,30Q300,The 30th Avenue School (G&T Citywide),3,2018,All Students,60,632,0,0.0,0,0.0,25,41.7,35,58.3,60,100.0
4522,30Q300,The 30th Avenue School (G&T Citywide),4,2018,All Students,56,628,0,0.0,1,1.8,12,21.4,43,76.8,55,98.2
4523,30Q300,The 30th Avenue School (G&T Citywide),6,2018,All Students,51,639,0,0.0,1,2.0,0,0.0,50,98.0,50,98.0
4524,30Q300,The 30th Avenue School (G&T Citywide),7,2018,All Students,64,628,2,3.1,0,0.0,18,28.1,44,68.8,62,96.9
4525,30Q300,The 30th Avenue School (G&T Citywide),8,2018,All Students,36,625,0,0.0,1,2.8,4,11.1,31,86.1,35,97.2
4527,30Q329,East Elmhurst Community School,3,2018,All Students,76,602,8,10.5,27,35.5,37,48.7,4,5.3,41,53.9
4528,30Q329,East Elmhurst Community School,4,2018,All Students,61,602,11,18.0,14,23.0,21,34.4,15,24.6,36,59.0
4530,30Q580,Baccalaureate School for Global Education,7,2018,All Students,63,634,0,0.0,0,0.0,8,12.7,55,87.3,63,100.0
4531,30Q580,Baccalaureate School for Global Education,8,2018,All Students,118,629,0,0.0,2,1.7,15,12.7,101,85.6,116,98.3
4533,31R001,P.S. 001 Tottenville,3,2018,All Students,80,603,9,11.3,26,32.5,40,50.0,5,6.3,45,56.3
4534,31R001,P.S. 001 Tottenville,4,2018,All Students,71,613,2,2.8,19,26.8,22,31.0,28,39.4,50,70.4
4535,31R001,P.S. 001 Tottenville,5,2018,All Students,74,607,12,16.2,26,35.1,24,32.4,12,16.2,36,48.6
4537,31R002,I.S. R002 George L. Egbert,6,2018,All Students,351,604,68,19.4,78,22.2,97,27.6,108,30.8,205,58.4
4538,31R002,I.S. R002 George L. Egbert,7,2018,All Students,312,603,74,23.7,109,34.9,86,27.6,43,13.8,129,41.3
4539,31R002,I.S. R002 George L. Egbert,8,2018,All Students,286,604,38,13.3,81,28.3,93,32.5,74,25.9,167,58.4
4541,31R003,P.S. 003 The Margaret Gioiosa School,3,2018,All Students,125,613,5,4.0,21,16.8,80,64.0,19,15.2,99,79.2
4542,31R003,P.S. 003 The Margaret Gioiosa School,4,2018,All Students,150,613,8,5.3,40,26.7,49,32.7,53,35.3,102,68.0
4543,31R003,P.S. 003 The Margaret Gioiosa School,5,2018,All Students,149,606,27,18.1,47,31.5,48,32.2,27,18.1,75,50.3
4545,31R004,P.S. 004 Maurice Wollin,3,2018,All Students,113,604,10,8.8,32,28.3,66,58.4,5,4.4,71,62.8
4546,31R004,P.S. 004 Maurice Wollin,4,2018,All Students,103,609,8,7.8,24,23.3,35,34.0,36,35.0,71,68.9
4547,31R004,P.S. 004 Maurice Wollin,5,2018,All Students,129,606,22,17.1,39,30.2,43,33.3,25,19.4,68,52.7
4549,31R005,P.S. 005 Huguenot,3,2018,All Students,64,614,1,1.6,15,23.4,34,53.1,14,21.9,48,75.0
4550,31R005,P.S. 005 Huguenot,4,2018,All Students,34,620,0,0.0,1,2.9,13,38.2,20,58.8,33,97.1
4551,31R005,P.S. 005 Huguenot,5,2018,All Students,35,626,0,0.0,1,2.9,9,25.7,25,71.4,34,97.1
4553,31R006,P.S. 6 Corporal Allan F. Kivlehan School,3,2018,All Students,79,607,9,11.4,17,21.5,42,53.2,11,13.9,53,67.1
4554,31R006,P.S. 6 Corporal Allan F. Kivlehan School,4,2018,All Students,81,614,4,4.9,18,22.2,24,29.6,35,43.2,59,72.8
4555,31R006,P.S. 6 Corporal Allan F. Kivlehan School,5,2018,All Students,85,606,12,14.1,30,35.3,28,32.9,15,17.6,43,50.6
4557,31R007,I.S. 007 Elias Bernstein,6,2018,All Students,382,611,35,9.2,64,16.8,94,24.6,189,49.5,283,74.1
4558,31R007,I.S. 007 Elias Bernstein,7,2018,All Students,355,612,26,7.3,94,26.5,136,38.3,99,27.9,235,66.2
4559,31R007,I.S. 007 Elias Bernstein,8,2018,All Students,350,610,17,4.9,83,23.7,132,37.7,118,33.7,250,71.4
4561,31R008,P.S. 8 Shirlee Solomon,3,2018,All Students,101,618,5,5.0,8,7.9,62,61.4,26,25.7,88,87.1
4562,31R008,P.S. 8 Shirlee Solomon,4,2018,All Students,101,616,2,2.0,28,27.7,28,27.7,43,42.6,71,70.3
4563,31R008,P.S. 8 Shirlee Solomon,5,2018,All Students,84,614,3,3.6,20,23.8,30,35.7,31,36.9,61,72.6
4565,31R009,Naples Street Elementary School,3,2018,All Students,54,615,4,7.4,7,13.0,26,48.1,17,31.5,43,79.6
4566,31R009,Naples Street Elementary School,4,2018,All Students,46,617,3,6.5,5,10.9,14,30.4,24,52.2,38,82.6
4568,31R010,Fort Hill Collaborative Elementary School,3,2018,All Students,41,595,9,22.0,14,34.1,17,41.5,1,2.4,18,43.9
4570,31R011,P.S. 11 Thomas Dongan School,3,2018,All Students,41,604,3,7.3,12,29.3,24,58.5,2,4.9,26,63.4
4571,31R011,P.S. 11 Thomas Dongan School,4,2018,All Students,47,601,9,19.1,16,34.0,14,29.8,8,17.0,22,46.8
4572,31R011,P.S. 11 Thomas Dongan School,5,2018,All Students,44,599,16,36.4,12,27.3,11,25.0,5,11.4,16,36.4
4574,31R013,P.S. 013 M. L. Lindemeyer,3,2018,All Students,140,605,11,7.9,42,30.0,79,56.4,8,5.7,87,62.1
4575,31R013,P.S. 013 M. L. Lindemeyer,4,2018,All Students,132,600,24,18.2,43,32.6,44,33.3,21,15.9,65,49.2
4576,31R013,P.S. 013 M. L. Lindemeyer,5,2018,All Students,157,602,47,29.9,45,28.7,46,29.3,19,12.1,65,41.4
4578,31R016,P.S. 016 John J. Driscoll,3,2018,All Students,69,590,24,34.8,25,36.2,20,29.0,0,0.0,20,29.0
4579,31R016,P.S. 016 John J. Driscoll,4,2018,All Students,98,591,34,34.7,37,37.8,22,22.4,5,5.1,27,27.6
4580,31R016,P.S. 016 John J. Driscoll,5,2018,All Students,99,588,54,54.5,32,32.3,10,10.1,3,3.0,13,13.1
4582,31R018,P.S. 018 John G. Whittier,3,2018,All Students,80,598,12,15.0,29,36.3,34,42.5,5,6.3,39,48.8
4583,31R018,P.S. 018 John G. Whittier,4,2018,All Students,76,596,19,25.0,28,36.8,23,30.3,6,7.9,29,38.2
4584,31R018,P.S. 018 John G. Whittier,5,2018,All Students,79,596,37,46.8,27,34.2,8,10.1,7,8.9,15,19.0
4586,31R019,P.S. 019 The Curtis School,3,2018,All Students,90,596,24,26.7,30,33.3,31,34.4,5,5.6,36,40.0
4587,31R019,P.S. 019 The Curtis School,4,2018,All Students,85,593,23,27.1,34,40.0,21,24.7,7,8.2,28,32.9
4588,31R019,P.S. 019 The Curtis School,5,2018,All Students,104,595,45,43.3,29,27.9,21,20.2,9,8.7,30,28.8
4590,31R020,P.S. 020 Port Richmond,3,2018,All Students,74,593,16,21.6,33,44.6,24,32.4,1,1.4,25,33.8
4591,31R020,P.S. 020 Port Richmond,4,2018,All Students,90,599,25,27.8,21,23.3,24,26.7,20,22.2,44,48.9
4592,31R020,P.S. 020 Port Richmond,5,2018,All Students,82,595,33,40.2,34,41.5,11,13.4,4,4.9,15,18.3
4594,31R021,P.S. 21 Margaret Emery-Elm Park,3,2018,All Students,54,598,8,14.8,22,40.7,22,40.7,2,3.7,24,44.4
4595,31R021,P.S. 21 Margaret Emery-Elm Park,4,2018,All Students,64,601,6,9.4,27,42.2,23,35.9,8,12.5,31,48.4
4596,31R021,P.S. 21 Margaret Emery-Elm Park,5,2018,All Students,65,594,26,40.0,27,41.5,10,15.4,2,3.1,12,18.5
4598,31R022,P.S. 022 Graniteville,3,2018,All Students,158,599,26,16.5,56,35.4,65,41.1,11,7.0,76,48.1
4599,31R022,P.S. 022 Graniteville,4,2018,All Students,156,595,42,26.9,57,36.5,42,26.9,15,9.6,57,36.5
4600,31R022,P.S. 022 Graniteville,5,2018,All Students,150,601,55,36.7,40,26.7,33,22.0,22,14.7,55,36.7
4602,31R023,P.S. 023 Richmondtown,3,2018,All Students,83,609,6,7.2,20,24.1,46,55.4,11,13.3,57,68.7
4603,31R023,P.S. 023 Richmondtown,4,2018,All Students,87,611,8,9.2,16,18.4,28,32.2,35,40.2,63,72.4
4604,31R023,P.S. 023 Richmondtown,5,2018,All Students,82,610,7,8.5,30,36.6,28,34.1,17,20.7,45,54.9
4606,31R024,I.S. 024 Myra S. Barnes,6,2018,All Students,417,609,56,13.4,87,20.9,97,23.3,177,42.4,274,65.7
4607,31R024,I.S. 024 Myra S. Barnes,7,2018,All Students,442,610,46,10.4,123,27.8,175,39.6,98,22.2,273,61.8
4608,31R024,I.S. 024 Myra S. Barnes,8,2018,All Students,349,608,28,8.0,112,32.1,88,25.2,121,34.7,209,59.9
4610,31R026,P.S. 026 The Carteret School,3,2018,All Students,35,611,0,0.0,8,22.9,27,77.1,0,0.0,27,77.1
4611,31R026,P.S. 026 The Carteret School,4,2018,All Students,36,613,2,5.6,7,19.4,14,38.9,13,36.1,27,75.0
4612,31R026,P.S. 026 The Carteret School,5,2018,All Students,23,609,3,13.0,11,47.8,5,21.7,4,17.4,9,39.1
4614,31R027,I.S. 027 Anning S. Prall,6,2018,All Students,302,607,49,16.2,75,24.8,54,17.9,124,41.1,178,58.9
4615,31R027,I.S. 027 Anning S. Prall,7,2018,All Students,290,606,55,19.0,85,29.3,95,32.8,55,19.0,150,51.7
4616,31R027,I.S. 027 Anning S. Prall,8,2018,All Students,295,605,27,9.2,106,35.9,80,27.1,82,27.8,162,54.9
4618,31R028,The Eagle Academy for Young Men of Staten Island,6,2018,All Students,83,595,27,32.5,30,36.1,18,21.7,8,9.6,26,31.3
4619,31R028,The Eagle Academy for Young Men of Staten Island,7,2018,All Students,57,598,12,21.1,29,50.9,14,24.6,2,3.5,16,28.1
4620,31R028,The Eagle Academy for Young Men of Staten Island,8,2018,All Students,66,592,18,27.3,33,50.0,11,16.7,4,6.1,15,22.7
4622,31R029,P.S. 029 Bardwell,3,2018,All Students,89,607,7,7.9,20,22.5,55,61.8,7,7.9,62,69.7
4623,31R029,P.S. 029 Bardwell,4,2018,All Students,88,610,5,5.7,22,25.0,34,38.6,27,30.7,61,69.3
4624,31R029,P.S. 029 Bardwell,5,2018,All Students,126,606,32,25.4,34,27.0,25,19.8,35,27.8,60,47.6
4626,31R030,P.S. 030 Westerleigh,3,2018,All Students,127,607,10,7.9,33,26.0,74,58.3,10,7.9,84,66.1
4627,31R030,P.S. 030 Westerleigh,4,2018,All Students,126,610,13,10.3,24,19.0,42,33.3,47,37.3,89,70.6
4628,31R030,P.S. 030 Westerleigh,5,2018,All Students,117,609,21,17.9,28,23.9,39,33.3,29,24.8,68,58.1
4630,31R031,P.S. 031 William T. Davis,3,2018,All Students,65,588,24,36.9,22,33.8,17,26.2,2,3.1,19,29.2
4631,31R031,P.S. 031 William T. Davis,4,2018,All Students,62,584,29,46.8,23,37.1,6,9.7,4,6.5,10,16.1
4632,31R031,P.S. 031 William T. Davis,5,2018,All Students,76,588,51,67.1,17,22.4,6,7.9,2,2.6,8,10.5
4634,31R032,P.S. 032 The Gifford School,3,2018,All Students,83,609,3,3.6,24,28.9,45,54.2,11,13.3,56,67.5
4635,31R032,P.S. 032 The Gifford School,4,2018,All Students,104,612,7,6.7,20,19.2,36,34.6,41,39.4,77,74.0
4636,31R032,P.S. 032 The Gifford School,5,2018,All Students,95,607,21,22.1,27,28.4,28,29.5,19,20.0,47,49.5
4638,31R034,I.S. 034 Tottenville,6,2018,All Students,356,613,32,9.0,72,20.2,73,20.5,179,50.3,252,70.8
4639,31R034,I.S. 034 Tottenville,7,2018,All Students,333,611,34,10.2,87,26.1,136,40.8,76,22.8,212,63.7
4640,31R034,I.S. 034 Tottenville,8,2018,All Students,350,605,38,10.9,110,31.4,110,31.4,92,26.3,202,57.7
4642,31R035,P.S. 35 The Clove Valley School,3,2018,All Students,77,615,1,1.3,11,14.3,51,66.2,14,18.2,65,84.4
4643,31R035,P.S. 35 The Clove Valley School,4,2018,All Students,52,623,0,0.0,6,11.5,15,28.8,31,59.6,46,88.5
4644,31R035,P.S. 35 The Clove Valley School,5,2018,All Students,74,615,4,5.4,12,16.2,36,48.6,22,29.7,58,78.4
4646,31R036,P.S. 036 J. C. Drumgoole,3,2018,All Students,124,606,12,9.7,35,28.2,60,48.4,17,13.7,77,62.1
4647,31R036,P.S. 036 J. C. Drumgoole,4,2018,All Students,116,608,9,7.8,31,26.7,42,36.2,34,29.3,76,65.5
4648,31R036,P.S. 036 J. C. Drumgoole,5,2018,All Students,144,611,18,12.5,40,27.8,51,35.4,35,24.3,86,59.7
4650,31R038,P.S. 038 George Cromwell,3,2018,All Students,50,598,7,14.0,20,40.0,22,44.0,1,2.0,23,46.0
4651,31R038,P.S. 038 George Cromwell,4,2018,All Students,60,601,9,15.0,21,35.0,18,30.0,12,20.0,30,50.0
4652,31R038,P.S. 038 George Cromwell,5,2018,All Students,57,602,12,21.1,28,49.1,12,21.1,5,8.8,17,29.8
4654,31R039,P.S. 39 Francis J. Murphy Jr.,3,2018,All Students,76,603,8,10.5,24,31.6,37,48.7,7,9.2,44,57.9
4655,31R039,P.S. 39 Francis J. Murphy Jr.,4,2018,All Students,87,598,15,17.2,38,43.7,24,27.6,10,11.5,34,39.1
4656,31R039,P.S. 39 Francis J. Murphy Jr.,5,2018,All Students,88,600,27,30.7,27,30.7,23,26.1,11,12.5,34,38.6
4658,31R041,The Stephanie A. Vierno School,3,2018,All Students,100,605,9,9.0,29,29.0,53,53.0,9,9.0,62,62.0
4659,31R041,The Stephanie A. Vierno School,4,2018,All Students,131,607,14,10.7,31,23.7,49,37.4,37,28.2,86,65.6
4660,31R041,The Stephanie A. Vierno School,5,2018,All Students,95,607,16,16.8,33,34.7,27,28.4,19,20.0,46,48.4
4662,31R042,P.S. 042 Eltingville,3,2018,All Students,173,612,10,5.8,35,20.2,90,52.0,38,22.0,128,74.0
4663,31R042,P.S. 042 Eltingville,4,2018,All Students,138,608,11,8.0,39,28.3,48,34.8,40,29.0,88,63.8
4664,31R042,P.S. 042 Eltingville,5,2018,All Students,158,607,27,17.1,50,31.6,47,29.7,34,21.5,81,51.3
4666,31R044,P.S. 044 Thomas C. Brown,3,2018,All Students,120,584,47,39.2,53,44.2,19,15.8,1,0.8,20,16.7
4667,31R044,P.S. 044 Thomas C. Brown,4,2018,All Students,128,588,51,39.8,52,40.6,20,15.6,5,3.9,25,19.5
4668,31R044,P.S. 044 Thomas C. Brown,5,2018,All Students,114,589,70,61.4,33,28.9,8,7.0,3,2.6,11,9.6
4670,31R045,P.S. 045 John Tyler,3,2018,All Students,138,601,19,13.8,47,34.1,60,43.5,12,8.7,72,52.2
4671,31R045,P.S. 045 John Tyler,4,2018,All Students,132,601,25,18.9,38,28.8,44,33.3,25,18.9,69,52.3
4672,31R045,P.S. 045 John Tyler,5,2018,All Students,127,596,51,40.2,39,30.7,23,18.1,14,11.0,37,29.1
4674,31R046,P.S. 046 Albert V. Maniscalco,3,2018,All Students,39,594,6,15.4,23,59.0,10,25.6,0,0.0,10,25.6
4675,31R046,P.S. 046 Albert V. Maniscalco,4,2018,All Students,44,598,8,18.2,16,36.4,15,34.1,5,11.4,20,45.5
4676,31R046,P.S. 046 Albert V. Maniscalco,5,2018,All Students,56,597,21,37.5,21,37.5,11,19.6,3,5.4,14,25.0
4678,31R048,P.S. 048 William G. Wilcox,3,2018,All Students,97,612,5,5.2,16,16.5,60,61.9,16,16.5,76,78.4
4679,31R048,P.S. 048 William G. Wilcox,4,2018,All Students,100,613,3,3.0,18,18.0,41,41.0,38,38.0,79,79.0
4680,31R048,P.S. 048 William G. Wilcox,5,2018,All Students,104,608,19,18.3,29,27.9,35,33.7,21,20.2,56,53.8
4681,31R048,P.S. 048 William G. Wilcox,6,2018,All Students,127,609,15,11.8,25,19.7,29,22.8,58,45.7,87,68.5
4682,31R048,P.S. 048 William G. Wilcox,7,2018,All Students,96,613,9,9.4,21,21.9,31,32.3,35,36.5,66,68.8
4683,31R048,P.S. 048 William G. Wilcox,8,2018,All Students,97,612,1,1.0,26,26.8,27,27.8,43,44.3,70,72.2
4685,31R049,I.S. 49 Berta A. Dreyfus,6,2018,All Students,150,589,74,49.3,37,24.7,26,17.3,13,8.7,39,26.0
4686,31R049,I.S. 49 Berta A. Dreyfus,7,2018,All Students,203,595,71,35.0,82,40.4,36,17.7,14,6.9,50,24.6
4687,31R049,I.S. 49 Berta A. Dreyfus,8,2018,All Students,235,592,66,28.1,100,42.6,50,21.3,19,8.1,69,29.4
4689,31R050,P.S. 050 Frank Hankinson,3,2018,All Students,115,614,5,4.3,24,20.9,61,53.0,25,21.7,86,74.8
4690,31R050,P.S. 050 Frank Hankinson,4,2018,All Students,130,621,1,0.8,9,6.9,39,30.0,81,62.3,120,92.3
4691,31R050,P.S. 050 Frank Hankinson,5,2018,All Students,162,612,24,14.8,34,21.0,49,30.2,55,34.0,104,64.2
4693,31R051,I.S. 051 Edwin Markham,6,2018,All Students,398,596,123,30.9,122,30.7,77,19.3,76,19.1,153,38.4
4694,31R051,I.S. 051 Edwin Markham,7,2018,All Students,450,595,161,35.8,159,35.3,104,23.1,26,5.8,130,28.9
4695,31R051,I.S. 051 Edwin Markham,8,2018,All Students,371,598,74,19.9,143,38.5,89,24.0,65,17.5,154,41.5
4697,31R052,P.S. 052 John C. Thompson,3,2018,All Students,80,610,8,10.0,14,17.5,43,53.8,15,18.8,58,72.5
4698,31R052,P.S. 052 John C. Thompson,4,2018,All Students,74,608,6,8.1,18,24.3,29,39.2,21,28.4,50,67.6
4699,31R052,P.S. 052 John C. Thompson,5,2018,All Students,61,605,15,24.6,13,21.3,25,41.0,8,13.1,33,54.1
4701,31R053,The Barbara Esselborn School,3,2018,All Students,112,613,4,3.6,20,17.9,66,58.9,22,19.6,88,78.6
4702,31R053,The Barbara Esselborn School,4,2018,All Students,123,614,5,4.1,28,22.8,40,32.5,50,40.7,90,73.2
4703,31R053,The Barbara Esselborn School,5,2018,All Students,113,611,15,13.3,36,31.9,33,29.2,29,25.7,62,54.9
4705,31R054,P.S. 054 Charles W. Leng,3,2018,All Students,109,608,13,11.9,26,23.9,57,52.3,13,11.9,70,64.2
4706,31R054,P.S. 054 Charles W. Leng,4,2018,All Students,131,607,9,6.9,34,26.0,60,45.8,28,21.4,88,67.2
4707,31R054,P.S. 054 Charles W. Leng,5,2018,All Students,116,608,25,21.6,33,28.4,25,21.6,33,28.4,58,50.0
4709,31R055,P.S. 055 Henry M. Boehm,3,2018,All Students,97,604,6,6.2,32,33.0,53,54.6,6,6.2,59,60.8
4710,31R055,P.S. 055 Henry M. Boehm,4,2018,All Students,89,609,5,5.6,25,28.1,34,38.2,25,28.1,59,66.3
4711,31R055,P.S. 055 Henry M. Boehm,5,2018,All Students,95,610,11,11.6,34,35.8,26,27.4,24,25.3,50,52.6
4713,31R056,P.S. 56 The Louis Desario School,3,2018,All Students,89,611,7,7.9,12,13.5,54,60.7,16,18.0,70,78.7
4714,31R056,P.S. 56 The Louis Desario School,4,2018,All Students,83,604,12,14.5,25,30.1,25,30.1,21,25.3,46,55.4
4715,31R056,P.S. 56 The Louis Desario School,5,2018,All Students,112,610,15,13.4,32,28.6,39,34.8,26,23.2,65,58.0
4717,31R057,P.S. 057 Hubert H. Humphrey,3,2018,All Students,99,586,42,42.4,32,32.3,24,24.2,1,1.0,25,25.3
4718,31R057,P.S. 057 Hubert H. Humphrey,4,2018,All Students,100,591,34,34.0,40,40.0,17,17.0,9,9.0,26,26.0
4719,31R057,P.S. 057 Hubert H. Humphrey,5,2018,All Students,113,592,54,47.8,34,30.1,18,15.9,7,6.2,25,22.1
4721,31R058,Space Shuttle Columbia School,3,2018,All Students,109,603,9,8.3,45,41.3,48,44.0,7,6.4,55,50.5
4722,31R058,Space Shuttle Columbia School,4,2018,All Students,118,606,10,8.5,41,34.7,40,33.9,27,22.9,67,56.8
4723,31R058,Space Shuttle Columbia School,5,2018,All Students,108,608,26,24.1,25,23.1,30,27.8,27,25.0,57,52.8
4725,31R059,The Harbor View School,3,2018,All Students,41,602,7,17.1,10,24.4,21,51.2,3,7.3,24,58.5
4726,31R059,The Harbor View School,4,2018,All Students,42,604,3,7.1,13,31.0,20,47.6,6,14.3,26,61.9
4728,31R060,P.S. 060 Alice Austen,3,2018,All Students,140,601,24,17.1,46,32.9,56,40.0,14,10.0,70,50.0
4729,31R060,P.S. 060 Alice Austen,4,2018,All Students,173,602,26,15.0,54,31.2,64,37.0,29,16.8,93,53.8
4730,31R060,P.S. 060 Alice Austen,5,2018,All Students,133,598,54,40.6,39,29.3,25,18.8,15,11.3,40,30.1
4732,31R061,I.S. 061 William A Morris,6,2018,All Students,317,595,119,37.5,80,25.2,55,17.4,63,19.9,118,37.2
4733,31R061,I.S. 061 William A Morris,7,2018,All Students,312,595,125,40.1,103,33.0,67,21.5,17,5.4,84,26.9
4734,31R061,I.S. 061 William A Morris,8,2018,All Students,311,597,66,21.2,117,37.6,84,27.0,44,14.1,128,41.2
4736,31R063,Marsh Avenue School for Expeditionary Learning,6,2018,All Students,154,608,17,11.0,42,27.3,34,22.1,61,39.6,95,61.7
4737,31R063,Marsh Avenue School for Expeditionary Learning,7,2018,All Students,148,608,18,12.2,46,31.1,60,40.5,24,16.2,84,56.8
4738,31R063,Marsh Avenue School for Expeditionary Learning,8,2018,All Students,154,613,5,3.2,26,16.9,56,36.4,67,43.5,123,79.9
4740,31R065,P.S. 65 The Academy of Innovative Learning,3,2018,All Students,64,607,2,3.1,21,32.8,37,57.8,4,6.3,41,64.1
4741,31R065,P.S. 65 The Academy of Innovative Learning,4,2018,All Students,63,613,7,11.1,10,15.9,16,25.4,30,47.6,46,73.0
4742,31R065,P.S. 65 The Academy of Innovative Learning,5,2018,All Students,68,606,11,16.2,28,41.2,18,26.5,11,16.2,29,42.6
4744,31R069,P.S. 069 Daniel D. Tompkins,3,2018,All Students,125,597,23,18.4,46,36.8,53,42.4,3,2.4,56,44.8
4745,31R069,P.S. 069 Daniel D. Tompkins,4,2018,All Students,173,607,19,11.0,50,28.9,60,34.7,44,25.4,104,60.1
4746,31R069,P.S. 069 Daniel D. Tompkins,5,2018,All Students,167,606,31,18.6,56,33.5,49,29.3,31,18.6,80,47.9
4748,31R072,I.S. 072 Rocco Laurie,6,2018,All Students,493,605,79,16.0,113,22.9,129,26.2,172,34.9,301,61.1
4749,31R072,I.S. 072 Rocco Laurie,7,2018,All Students,420,604,91,21.7,137,32.6,127,30.2,65,15.5,192,45.7
4750,31R072,I.S. 072 Rocco Laurie,8,2018,All Students,429,607,41,9.6,124,28.9,119,27.7,145,33.8,264,61.5
4752,31R074,P.S. 74 Future Leaders Elementary School,3,2018,All Students,54,583,27,50.0,16,29.6,11,20.4,0,0.0,11,20.4
4753,31R074,P.S. 74 Future Leaders Elementary School,4,2018,All Students,55,594,14,25.5,22,40.0,11,20.0,8,14.5,19,34.5
4754,31R074,P.S. 74 Future Leaders Elementary School,5,2018,All Students,59,601,14,23.7,26,44.1,15,25.4,4,6.8,19,32.2
4756,31R075,I.S. 075 Frank D. Paulo,6,2018,All Students,464,610,46,9.9,103,22.2,115,24.8,200,43.1,315,67.9
4757,31R075,I.S. 075 Frank D. Paulo,7,2018,All Students,444,611,46,10.4,110,24.8,169,38.1,119,26.8,288,64.9
4758,31R075,I.S. 075 Frank D. Paulo,8,2018,All Students,410,610,25,6.1,115,28.0,107,26.1,163,39.8,270,65.9
4760,31R078,P.S. 78,3,2018,All Students,131,586,52,39.7,49,37.4,28,21.4,2,1.5,30,22.9
4761,31R078,P.S. 78,4,2018,All Students,129,586,52,40.3,58,45.0,15,11.6,4,3.1,19,14.7
4762,31R078,P.S. 78,5,2018,All Students,132,589,72,54.5,45,34.1,10,7.6,5,3.8,15,11.4
4764,31R080,The Michael J. Petrides School,3,2018,All Students,90,610,8,8.9,18,20.0,50,55.6,14,15.6,64,71.1
4765,31R080,The Michael J. Petrides School,4,2018,All Students,98,610,1,1.0,36,36.7,35,35.7,26,26.5,61,62.2
4766,31R080,The Michael J. Petrides School,5,2018,All Students,99,602,24,24.2,42,42.4,24,24.2,9,9.1,33,33.3
4767,31R080,The Michael J. Petrides School,6,2018,All Students,93,604,17,18.3,28,30.1,10,10.8,38,40.9,48,51.6
4768,31R080,The Michael J. Petrides School,7,2018,All Students,99,606,10,10.1,38,38.4,35,35.4,16,16.2,51,51.5
4769,31R080,The Michael J. Petrides School,8,2018,All Students,90,610,10,11.1,14,15.6,31,34.4,35,38.9,66,73.3
4771,31R861,Staten Island School of Civic Leadership,3,2018,All Students,101,603,8,7.9,35,34.7,52,51.5,6,5.9,58,57.4
4772,31R861,Staten Island School of Civic Leadership,4,2018,All Students,105,608,6,5.7,33,31.4,37,35.2,29,27.6,66,62.9
4773,31R861,Staten Island School of Civic Leadership,5,2018,All Students,98,610,13,13.3,24,24.5,37,37.8,24,24.5,61,62.2
